exercise_name_en,exercise_type,body_part,equipment,level,description
Holman Pilates Single-Leg Stretch,力量训练,Quadriceps,徒手,Intermediate,
Holman Alternating Reverse Prisoner Lunge,力量训练,Quadriceps,徒手,Intermediate,
Holman Narrow-Wide Squat Jump to 180 Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman 180 Jump to Lunge,力量训练,Quadriceps,徒手,Intermediate,
Holman Imaginary Jump Rope,力量训练,Quadriceps,徒手,Intermediate,
Holman Fast Feet with Hands Up,力量训练,Quadriceps,徒手,Intermediate,
Holman Hands-Elevated Alternating Lunge Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Right Split Lunge,力量训练,Quadriceps,徒手,Intermediate,
Holman Left Split Lunge,力量训练,Quadriceps,徒手,Intermediate,
Holman Plyometric Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Quad Touch Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Skate,力量训练,Quadriceps,徒手,Intermediate,
Holman Lunge Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Flying Squat Thrust,力量训练,Quadriceps,徒手,Intermediate,
Holman 90-Degree Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Half Jack to 180 Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Quick Feet to Quad Touch Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Squat Thrust to Push-Up to Super Woman,力量训练,Quadriceps,徒手,Intermediate,
Holman Plyometric Jump to 180 Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Standing Heel Click to Hands Down Heel Click,力量训练,Quadriceps,徒手,Intermediate,
Holman Burpee to 180 Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Traveling Low Jack to Belly Touch,力量训练,Quadriceps,徒手,Intermediate,
Holman Flying Squat Thrust to Shoulder Tap,力量训练,Quadriceps,徒手,Intermediate,
Holman Squat Jump to Alternating Side Lunge Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Low Squat with Low Diagonal Dumbbell Punch,力量训练,Quadriceps,徒手,Intermediate,
Holman Right Leg Hop to Right Reverse Lunge,力量训练,Quadriceps,徒手,Intermediate,
Holman Left Leg Hop to Left Reverse Lunge,力量训练,Quadriceps,徒手,Intermediate,
Holman Burpee to Open Stance,力量训练,Quadriceps,徒手,Intermediate,
Holman Diagonal Squat Thrust to Renegade Forward Punch,力量训练,Quadriceps,徒手,Intermediate,
Holman Bear Crawl,力量训练,Quadriceps,徒手,Intermediate,
Holman Bear Crawl to Donkey Kick,力量训练,Quadriceps,徒手,Intermediate,
Holman Bear Crawl to Froggy Push-Up,力量训练,Quadriceps,徒手,Intermediate,
Holman Bear Crawl to Shoulder Tap,力量训练,Quadriceps,徒手,Intermediate,
Holman Burpee to Tuck Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Burpee to Flying Squat Thrust to Tuck Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Forward Lunge to Reverse Lunge,力量训练,Quadriceps,徒手,Intermediate,
Holman Renegade Lunge Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Squat Jump to Lunge Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Prisoner Reverse Lunge,力量训练,Quadriceps,徒手,Intermediate,
Holman Wide-to-Narrow Squat Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Donkey Run,力量训练,Quadriceps,徒手,Intermediate,
Holman Weighted Wide-to-Narrow Squat Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Wide-to-Narrow Donkey Kick,力量训练,Quadriceps,徒手,Intermediate,
Holman Mule Kick,力量训练,Quadriceps,徒手,Intermediate,
Holman Goal Post to Squat,力量训练,Quadriceps,徒手,Intermediate,
Holman Frogger Squat to Heel Click,力量训练,Quadriceps,徒手,Intermediate,
Holman Stair Sprint,力量训练,Quadriceps,徒手,Intermediate,
Holman Stair Bear Crawl,力量训练,Quadriceps,徒手,Intermediate,
Holman Burpee to Flying Squat Thrust,力量训练,Quadriceps,徒手,Intermediate,
Holman Flying Squat Thrust to Push-Up,力量训练,Quadriceps,徒手,Intermediate,
Holman Foot-Elevated Step-To-Lunge,力量训练,Quadriceps,徒手,Intermediate,
Holman Split Lunge,力量训练,Quadriceps,徒手,Intermediate,
Holman Stair Climb,力量训练,Quadriceps,徒手,Intermediate,
Holman Burpee to Flying Jack,力量训练,Quadriceps,徒手,Intermediate,
Holman Right Reverse Lunge,力量训练,Quadriceps,徒手,Intermediate,
Holman Left Reverse Lunge,力量训练,Quadriceps,徒手,Intermediate,
Holman Squat Tap to Hop,力量训练,Quadriceps,徒手,Intermediate,
Holman Squat Tap to Jump-Forward-Jump-Back,力量训练,Quadriceps,徒手,Intermediate,
Holman Squat Hip Drive,力量训练,Quadriceps,徒手,Intermediate,
Holman Alternating Double Lunge Hop,力量训练,Quadriceps,徒手,Intermediate,
Holman Right Reverse Lunge to Front Kick,力量训练,Quadriceps,徒手,Intermediate,
Holman Right Leg Forward Lunge Hop,力量训练,Quadriceps,徒手,Intermediate,
Holman Right Squat Thrust,力量训练,Quadriceps,徒手,Intermediate,
Holman Left Reverse Lunge to Front Kick,力量训练,Quadriceps,徒手,Intermediate,
Holman Left Leg Forward Lunge Hop,力量训练,Quadriceps,徒手,Intermediate,
Holman Left Side Diagonal Burpee,力量训练,Quadriceps,徒手,Intermediate,
Holman Left Squat Thrust,力量训练,Quadriceps,徒手,Intermediate,
Holman Wide Squat Thrust,力量训练,Quadriceps,徒手,Intermediate,
Holman Alternating Single-Leg Hop to Squat to 180 Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Right Lunge Hop to Chest Press,力量训练,Quadriceps,徒手,Intermediate,
Holman Left Lunge Hop to Overhead Press,力量训练,Quadriceps,徒手,Intermediate,
Holman 180 Jump Hop Forward Hop Back,力量训练,Quadriceps,徒手,Intermediate,
Holman Right Split Squat,力量训练,Quadriceps,徒手,Intermediate,
Holman Left Split Squat,力量训练,Quadriceps,徒手,Intermediate,
Holman Double Squat Pulse to 180 Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Towel Left Side Squat,力量训练,Quadriceps,徒手,Intermediate,
Holman Alternating Lunge Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Lunge Jump to Squat Jump,力量训练,Quadriceps,徒手,Intermediate,
Holman Burpee with Belly Touch,力量训练,Quadriceps,徒手,Intermediate,
Bootstrapper squat,力量训练,Quadriceps,徒手,Intermediate,"The bootstrapper squat is a movement that improves mobility, muscular strength, and flexibility in the hips and hamstrings. It is usually performed as part of a dynamic warm-up for the lower body to mobilize the hips and improve squat form."
Total Fitness Broad Jump,力量训练,Quadriceps,徒手,Intermediate,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump."
Total Fitness Lateral Lunge,力量训练,Quadriceps,徒手,Intermediate,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts."
Lateral shuffle,力量训练,Quadriceps,徒手,Intermediate,"The lateral shuffle is a common exercise in sports training and gym classes. It involves taking steps to one side and then steps to the other side. It can be performed as part of a circuit for athletes of any level, but is also a great movement for beginners."
Total Fitness Skip,力量训练,Quadriceps,徒手,Intermediate,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically."
Total Fitness Spider Lunge,力量训练,Quadriceps,徒手,Intermediate,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime."
Spider lunge stretch,力量训练,Quadriceps,徒手,Intermediate,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime."
Spider lunge with T-rotation,力量训练,Quadriceps,徒手,Intermediate,"The spider lunge with T-rotation is an exercise that produces a deep stretch in the glutes and hamstrings while also rotating and mobilizing the thoracic spine region. It is a great movement to include in a dynamic warm-up, or as mobility work anytime."
Standing quad stretch,力量训练,Quadriceps,徒手,Intermediate,"The standing quad stretch is a simple exercise designed to stretch the quadriceps, the big muscles that cover most of the thighs. This is a static stretch, meaning it’s usually performed by holding the stretched position for a certain length of time."
Vertical jump,力量训练,Quadriceps,徒手,Intermediate,"The vertical jump is an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump."
King Maker Burpee,力量训练,Quadriceps,徒手,Intermediate,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout."
King Maker Explosive High Jump,力量训练,Quadriceps,徒手,Intermediate,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump."
Muscle Beach Skip,力量训练,Quadriceps,徒手,Intermediate,
Muscle Beach Broad Jump,力量训练,Quadriceps,徒手,Intermediate,
Muscle Beach Sprint,力量训练,Quadriceps,徒手,Intermediate,
Muscle Beach Front Kick,力量训练,Quadriceps,徒手,Intermediate,
Muscle Beach Side Kick,力量训练,Quadriceps,徒手,Intermediate,
Muscle Beach Spin Kick,力量训练,Quadriceps,徒手,Intermediate,
Muscle Beach Freestyle Kick,力量训练,Quadriceps,徒手,Intermediate,
MetaBurn Alternating Curtsy Lunge To Squat,力量训练,Quadriceps,徒手,Intermediate,
MetaBurn Alternating Curtsy Lunge With High Knee,力量训练,Quadriceps,徒手,Intermediate,
MetaBurn Alternating Diagonal Sprawl,力量训练,Quadriceps,徒手,Intermediate,
MetaBurn Alternating Lateral Sprawl,力量训练,Quadriceps,徒手,Intermediate,
MetaBurn Curtsy Lunge,力量训练,Quadriceps,徒手,Intermediate,
MetaBurn Frogger,力量训练,Quadriceps,徒手,Intermediate,
MetaBurn High Knee Rotation,力量训练,Quadriceps,徒手,Intermediate,
MetaBurn Side-To-Side Lunge,力量训练,Quadriceps,徒手,Intermediate,
MetaBurn Star Jump,力量训练,Quadriceps,徒手,Intermediate,
MetaBurn Tuck Jump With Knee Slap,力量训练,Quadriceps,徒手,Intermediate,
MetaBurn Lateral Bounding Hop,力量训练,Quadriceps,徒手,Intermediate,
MetaBurn Double Lunge,力量训练,Quadriceps,徒手,Intermediate,
Robertson Sprinter Step-Up,力量训练,Quadriceps,徒手,Intermediate,
FYR2 Front Kick-Through,力量训练,Quadriceps,徒手,Intermediate,
Lunge high-knee clap,力量训练,Quadriceps,徒手,Intermediate,"The lunge high-knee clap is a full-body, cardio-based exercise with emphasis on the lower body. It includes a clap under the front leg to make the movement more powerful and strict. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout."
FYR2 Plyo Split Squat,力量训练,Quadriceps,徒手,Intermediate,
FYR2 Reverse Burpee,力量训练,Quadriceps,徒手,Intermediate,
FYR2 Reverse Burpee to Regular Burpee,力量训练,Quadriceps,徒手,Intermediate,
FYR2 Reverse Burpee Tuck Jump,力量训练,Quadriceps,徒手,Intermediate,
FYR2 Sprawlee,力量训练,Quadriceps,徒手,Intermediate,
FYR2 Squat Hold,力量训练,Quadriceps,徒手,Intermediate,
FYR2 Squat Jump,力量训练,Quadriceps,徒手,Intermediate,
FYR2 Squat Pulse,力量训练,Quadriceps,徒手,Intermediate,
Sprinter burpee,力量训练,Quadriceps,徒手,Intermediate,The sprinter burpee is an explosive version of the burpee exercise that adds a sprinter jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.
Shuttle run training,力量训练,Quadriceps,徒手,Intermediate,"Shuttle run training is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels."
Medicine ball ninja,爆发力训练,Quadriceps,药球,Intermediate,"The medicine ball ninja is a dynamic medicine ball movement that challenges both the upper and lower body, while also elevating the heart rate. It's a great movement to include in medicine ball or bodyweight circuit training to increase fatigue and burn serious calories while hammering the muscles of the legs."
FYR Air Ball Plus Medicine Ball Jumping Sprawl,力量训练,Quadriceps,药球,Intermediate,"The medicine ball air ball to jumping sprawl is a series of bodyweight and medicine ball movement strung together into a single sequence. They collectively target virtually every muscle in the body, as well as seriously challenging the cardiovascular system. It can be a single-movement workout if done for high reps, or part of a larger circuit workout."
Medicine ball cowboy squat,力量训练,Quadriceps,药球,Intermediate,"The medicine ball cowboy squat is an explosive exercise targeting the lower body, although several upper-body muscles play important supporting roles. The move involves performing jumping squats while holding a medicine ball overhead. It's commonly performed as part of a bodyweight and medicine ball circuit focused on fat loss or athleticism."
Medicine ball jumping jill,力量训练,Quadriceps,药球,Intermediate,"The medicine ball jumping jill is an explosive medicine ball exercise that is similar to a jumping jack but performed holding a medicine ball between the hands. It can be performed for time or reps in a dynamic warm-up or fat-loss or conditioning circuit, usually paired with other bodyweight or medicine ball movements."
Alternate Leg Diagonal Bound,爆发力训练,Quadriceps,徒手,Beginner,
Sit Squats,拉伸,Quadriceps,徒手,Beginner,
Frog Hops,拉伸,Quadriceps,徒手,Beginner,
Dumbbell lateral hop to sprint,爆发力训练,Quadriceps,徒手,Intermediate,"The dumbbell lateral hop to sprint is a multi-part explosive exercise combining weighted hops with weighted sprinting. Adding dumbbells adds a challenge to the core and shoulders. Because balance can be a challenge, it is usually performed with relatively light weights, often as a component of fat-loss or athletic training."
Smith machine lunge sprint,力量训练,Quadriceps,徒手,Intermediate,"The Smith machine lunge sprint is a lower-body power exercise performed with the bar of a Smith machine on the back. It is similar to an alternating jump lunge or ""scissor lunge,"" but with added weight. The contained bar of the Smith machine makes it safer and less of a balance challenge than using a free weight."
Sissy squat,力量训练,Quadriceps,徒手,Intermediate,"The sissy squat is a bodyweight squat variation that involves letting the knees travel far over the toes, placing an extreme stretch on the quads. This movement targets the quad muscles directly and can be performed in partial or full ranges of motion based on knee health and pain."
Wall ball toss,爆发力训练,Quadriceps,健身球,Intermediate,"The wall ball toss is an explosive full-body exercise utilizing a medicine ball. It involves squatting down, then explosively pressing a weighted ball into the air and catching it on a bounce off of a vertical surface. It is common in CrossFit workouts and can be performed for time or reps."
Bosu Ball Squat,力量训练,Quadriceps,健身球,Beginner,
Exercise ball Bulgarian split squat,力量训练,Quadriceps,健身球,Intermediate,"The exercise ball Bulgarian split squat is an exercise that builds the quads, hamstrings, and glutes one leg at a time. The exercise ball is used to support the trailing shin and foot. Due to the balance challenge, this version of the split squat is usually performed for moderate to high reps with body weight only or light weights in the hands. If balance is a problem, you can stick the ball in the corner of a room while performing the exercise."
Internal Rotation with Band,力量训练,Shoulders,弹力带,Beginner,
Band Pull Apart,力量训练,Shoulders,弹力带,Intermediate,"The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The band creates dynamic tension, allowing you to really focus on contracting these muscles, making it a great activation drill prior to upper-body lifting."
Back Flyes - With Bands,力量训练,Shoulders,弹力带,Beginner,
Lateral Raise - With Bands,力量训练,Shoulders,弹力带,Beginner,
Shoulder Press - With Bands,力量训练,Shoulders,弹力带,Beginner,
External Rotation with Band,力量训练,Shoulders,弹力带,Beginner,
FYR Band Pull-Apart,力量训练,Shoulders,弹力带,Intermediate,
HM Lateral Raise,力量训练,Shoulders,弹力带,Intermediate,
Rusin Banded Over-And-Back,力量训练,Shoulders,弹力带,Intermediate,
Rusin Banded Face Pull,力量训练,Shoulders,弹力带,Intermediate,
UP Band Pull-Apart,力量训练,Shoulders,弹力带,Intermediate,
Jordan Shallow Band-Resisted Thread the Needle,力量训练,Shoulders,弹力带,Intermediate,
30 Shoulders Seated Banded Barbell Shoulder Press,力量训练,Shoulders,弹力带,Intermediate,
Band shoulder press,力量训练,Shoulders,弹力带,Intermediate,"The band shoulder press is a deltoid exercise and an alternative to the classic dumbbell shoulder press. The dynamic tension of the band forces the core to stabilize the body and more closely matches the strength curve of the shoulder press. It can be performed in low reps, such as 5-8 reps per set, to build shoulder strength, or for higher reps to build muscle and for conditioning. It can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press."
Band lateral raise,力量训练,Shoulders,弹力带,Intermediate,"The band lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a variation of the dumbbell lateral raise, a staple strength-training move. The band lateral raise is a great option for warm-up or accessory work on upper-body training days. The dynamic tension of the band provides constant tension and matches the strength curve of the movement. It is usually performed for moderate to high reps, at least 8-12 reps, as part of the upper-body or shoulder-focused portion of a workout."
Band upright row,力量训练,Shoulders,弹力带,Intermediate,"The band upright row is a popular movement for building stronger and bigger traps and shoulders and similar to the dumbbell upright row. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. Using the band provides dynamic resistance and is easier on the shoulder than using a barbell. It is generally performed for moderate to high reps, such as 8-12 reps per set or more."
Staggered-stance band shoulder press,力量训练,Shoulders,弹力带,Intermediate,"The staggered-stance band shoulder press is a deltoid exercise and a variation of the band shoulder press. The dynamic tension of the band forces the core to stabilize the body, and the staggered-stance provides more stability and relieves tension on the back. It can be performed in low reps, such as 5-8 reps per set, to build shoulder strength, or for higher reps to build muscle and for conditioning. It can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press."
Single-arm banded landmine press,力量训练,Shoulders,弹力带,Intermediate,"The single-arm banded landmine press is an upper-body exercise that uses an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The band adds constant tension and dynamic resistance to the exercise. The movement focuses primarily on the muscles of the shoulders or deltoids and can be trained in traditional muscle and strength-focused rep ranges or for higher reps."
Band front raise rear fly row combo,力量训练,Shoulders,弹力带,Intermediate,"The band front raise rear fly row combo is a combination of three different shoulder exercises to build and strengthen the anterior, middle deltoids, and posterior portions of the shoulders. It requires a continuous loop band to provide constant, dynamic tension throughout the movement. In addition to the front and rear delts, this exercise works the arms, chest, back, and core, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day."
Jordan Shallow Foam Roller Thoracic Extension,力量训练,Shoulders,泡沫轴,Intermediate,
Jordan Shallow Thread the Needle (with Foam Roller),力量训练,Shoulders,泡沫轴,Intermediate,
Clean and press,力量训练,Shoulders,杠铃,Intermediate,"The clean and press is a full-body lift comprised of two movements: the clean, where the bar is pulled from the floor and caught in the front rack position in three pulls or phases, followed by the overhead press. Decades ago, it was contested in the Olympics. Today, it remains a worthy centerpiece of a power and strength training program, and has full-body benefits when done for low reps as well as moderate to high reps."
Clean and jerk,奥林匹克举重,Shoulders,杠铃,Intermediate,"The clean and jerk is a full-body lift that is one of two contested lifts in Olympic weightlifting competitions. It is comprised of two movements: the clean, where the bar is pulled from the floor and caught in the front rack position in three pulls or phases, followed by the jerk overhead. The clean and jerk hits every muscle from head to toe and can be the centerpiece of a lifting program. It is also popular in CrossFit and athletic training programs. It is usually performed in low rep ranges, focusing on power and movement quality."
Military press,力量训练,Shoulders,杠铃,Intermediate,"The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training."
Seated barbell shoulder press,力量训练,Shoulders,杠铃,Intermediate,"The seated barbell shoulder press is a classic exercise for building muscle and strength in the shoulders. The triceps also play a significant role in pressing the barbell overhead. Performing the movement seated reduces help from the lower body and decreases the risk of overextending the lumbar spine during the movement. This press variation can be the primary pressing movement on an upper-body or shoulder day, or an effective accessory movement later in a workout."
Snatch-Grip Behind-The-Neck Overhead Press,力量训练,Shoulders,杠铃,Beginner,
Standing Bradford press,力量训练,Shoulders,杠铃,Intermediate,"The standing Bradford press is an obscure yet effective shoulder exercise that alternates front presses with behind-the-neck presses. It can be used as a warm-up for other press variations on a shoulder day, or as a muscle-building movement on its own in a shoulder or upper-body focused workout. It is usually performed for relatively high reps, such as 8-15 reps per set or higher, or just to the point of fatigue."
Barbell Shoulder Press,力量训练,Shoulders,杠铃,Intermediate,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead."
Barbell rear delt bent-over row,力量训练,Shoulders,杠铃,Intermediate,"The barbell rear delt bent-over row is a movement used to target the shoulders as well as the upper-back muscles. It is performed with lighter weights than a traditional barbell bent-over row, and is usually performed for higher reps, such as 8-15 reps per set, as part of a back or upper-body workout."
Barbell upright row,力量训练,Shoulders,杠铃,Intermediate,The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.
Bradford/Rocky Presses,力量训练,Shoulders,杠铃,Beginner,
Lying rear delt fly,力量训练,Shoulders,杠铃,Intermediate,"The lying rear delt fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying face down on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout."
Machine Shoulder (Military) Press,力量训练,Shoulders,杠铃,Intermediate,The machine shoulder press is an upper body exercise targeting the deltoids.
Standing Barbell Press Behind Neck,力量训练,Shoulders,杠铃,Intermediate,"The standing behind-the-head press is a classic shoulder exercise that was used widely during bodybuilding's professed Golden Era. In addition to the deltoids, it also works the trapezius and triceps muscles. It may not be a good choice for some people's shoulders, depending on their injury history. It can be trained in strength-focused rep ranges, but is more commonly trained in moderate to high reps, such as 8-15 reps per set."
Barbell front raise,力量训练,Shoulders,杠铃,Intermediate,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout."
Overhead bar front raise,力量训练,Shoulders,杠铃,Intermediate,"The overhead bar front raise is an exercise targeting the muscles of the traps (trapezius), especially the upper traps, as well as the front or anterior shoulders. It can also be performed with a weight plate or dumbbell, providing a neutral grip that may be more shoulder-friendly for some lifters. Overhead raises are most common for high reps (at least 8-12 reps per set or higher) on a shoulder, trap, or other upper-body-focused muscle-building day."
Incline barbell shoulder protraction,力量训练,Shoulders,杠铃,Intermediate,"The incline barbell shoulder protraction is an upper-body movement that targets strength and mobility in the scapula or shoulder blades. This can help increase pressing strength and prevent injury. It also helps develop the serratus anterior, an often-neglected muscle around the ribcage that can aid in shoulder health and upper-body muscle definition. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more."
Behind-the-head push-press,奥林匹克举重,Shoulders,杠铃,Intermediate,The behind-the-head push-press is an overhead press variation in which the barbell starts in the back rack position and is pushed overhead with assistance from the lower body. It is most often seen in training for Olympic weightlifting. It can be part of a barbell complex or performed for low reps focusing on power and movement quality.
Rack Delivery,奥林匹克举重,Shoulders,杠铃,Beginner,
Smith Incline Shoulder Raise,力量训练,Shoulders,杠铃,Beginner,
Tall Muscle Snatch,奥林匹克举重,Shoulders,杠铃,Beginner,
Axle Clean And Press,力量举,Shoulders,杠铃,Beginner,
Jerk Balance,奥林匹克举重,Shoulders,杠铃,Beginner,
Seated EZ-bar shrug,力量训练,Shoulders,杠铃,Intermediate,"The seated EZ-bar shrug is an exercise targeting the trapezius muscle, that V-shaped muscle that forms a triangle where the shoulders meet the neck. It is usually performed for moderate to high reps during an upper-body or shoulders and traps-focused workout."
Paul Carter Barbell Seated Military Press,力量训练,Shoulders,杠铃,Intermediate,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead."
TBS Barbell Military Press,力量训练,Shoulders,杠铃,Intermediate,"The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training."
Incline Front Barbell Raise - Gethin Variation,力量训练,Shoulders,杠铃,Intermediate,"The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training."
Barbell Front Raise - Gethin Variation,力量训练,Shoulders,杠铃,Intermediate,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout."
Single-arm barbell lateral raise,力量训练,Shoulders,杠铃,Intermediate,"The single-arm barbell lateral raise is an isolation exercise targeting the shoulders. It is more challenging than using a dumbbell and has an instability component that may make the deltoid muscles work harder. It is generally performed one side at a time for moderate to high reps, such as 8-15 reps per set, as part of a shoulder-focused workout."
AM Upright Row,力量训练,Shoulders,杠铃,Intermediate,The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.
AM Barbell Shoulder Press,力量训练,Shoulders,杠铃,Intermediate,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training."
Standing barbell shoulder press,力量训练,Shoulders,杠铃,Intermediate,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training."
King Maker Barbell Thruster,力量训练,Shoulders,杠铃,Intermediate,"The barbell thruster is a full-body exercise that incorporates both squatting and pressing in one functional movement. It's especially common in contemporary CrossFit workouts, but also in general strength training. The barbell is usually cleaned into place first, but it could be performed taken from a squat rack in a front-rack position. The thruster can be performed in traditional strength-focused rep ranges to build strength in the press, or in higher reps for full-body conditioning."
Single-arm incline cable cross-over,力量训练,Shoulders,杠铃,Intermediate,"The single-arm incline cable cross-over is an isolation movement that uses a cable stack and a bench to target the upper part of the pectoral muscles. Working the chest one side at a time allows you to focus on balance between the sides of your chest and really feel the chest muscles contracting. It is common in upper-body and chest-focused muscle-building workouts, often in combination with other presses or flyes to target the chest from different angles."
Barbell bear complex,力量训练,Shoulders,杠铃,Intermediate,"The barbell bear complex is a series of barbell lifts that run together in a single sequence: a barbell power clean, front squat, push-press, back squat, and another push-press from behind the neck. It trains the entire body for both building strength and improving conditioning. It is often performed for rounds, either with or without rest between rounds."
30 Shoulders Barbell Shrug,力量训练,Shoulders,杠铃,Intermediate,
30 Shoulders Incline Face-Up Straight-Bar Front Raise,力量训练,Shoulders,杠铃,Intermediate,
30 Shoulders Seated Dumbbell Shoulder Press,力量训练,Shoulders,杠铃,Intermediate,
30 Shoulders Standing Behind-The-Head Shoulder Press,力量训练,Shoulders,杠铃,Intermediate,
30 Shoulders Standing Barbell Press,力量训练,Shoulders,杠铃,Intermediate,
FYR2 Wide Overhead Press,力量训练,Shoulders,杠铃,Intermediate,
Single-arm kettlebell push-press,力量训练,Shoulders,壶铃,Intermediate,"The single-arm kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex."
Two-Arm Kettlebell Military Press,力量训练,Shoulders,壶铃,Beginner,
Alternating Kettlebell Press,力量训练,Shoulders,壶铃,Beginner,
