record_id,user_id,exercise_type,exercise_date,duration_minutes,calories_burned,average_heart_rate,max_heart_rate,equipment_used,created_at
32713,1270,力量训练,2026-01-10,105,840.0,132,163,哑铃,2026-01-19 10:54:01.283888
32714,1270,跑步,2026-01-09,114,1140.0,129,170,跑步机,2026-01-19 10:54:01.283893
32715,1270,跑步,2026-01-16,119,1190.0,132,173,跑步机,2026-01-19 10:54:01.283898
32716,1270,跑步,2025-12-27,117,1170.0,135,157,跑步机,2026-01-19 10:54:01.283904
32717,1270,跑步,2026-01-02,102,1020.0,116,154,跑步机,2026-01-19 10:54:01.283909
32718,1270,团体运动,2025-12-30,104,936.0,141,163,,2026-01-19 10:54:01.283915
32719,1270,力量训练,2026-01-05,111,888.0,149,157,哑铃,2026-01-19 10:54:01.283921
32720,1270,团体运动,2026-01-03,126,1134.0,146,164,,2026-01-19 10:54:01.283927
32721,1270,跑步,2026-01-09,102,1020.0,133,151,跑步机,2026-01-19 10:54:01.283932
32722,1271,团体运动,2025-12-30,38,342.0,148,160,,2026-01-19 10:54:01.284092
32723,1271,团体运动,2025-12-21,40,360.0,145,150,,2026-01-19 10:54:01.284098
32724,1271,团体运动,2026-01-09,35,315.0,132,176,,2026-01-19 10:54:01.284103
32725,1271,团体运动,2026-01-05,29,261.0,141,156,,2026-01-19 10:54:01.284109
32726,1271,跑步,2026-01-11,37,370.0,135,151,跑步机,2026-01-19 10:54:01.284115
32727,1271,跑步,2026-01-02,40,400.0,132,152,跑步机,2026-01-19 10:54:01.284121
32728,1271,跑步,2026-01-10,36,360.0,128,174,跑步机,2026-01-19 10:54:01.284126
32729,1271,团体运动,2025-12-29,39,351.0,139,150,,2026-01-19 10:54:01.284132
32730,1271,跑步,2025-12-31,30,300.0,132,168,跑步机,2026-01-19 10:54:01.284137
32731,1271,团体运动,2025-12-26,38,342.0,111,174,,2026-01-19 10:54:01.284143
32732,1271,团体运动,2026-01-12,40,360.0,134,179,,2026-01-19 10:54:01.284149
32733,1271,跑步,2025-12-31,37,370.0,117,153,跑步机,2026-01-19 10:54:01.284157
32734,1271,团体运动,2026-01-13,31,279.0,117,168,,2026-01-19 10:54:01.284163
32735,1271,团体运动,2025-12-23,30,270.0,120,174,,2026-01-19 10:54:01.284168
32736,1271,团体运动,2026-01-08,38,342.0,123,163,,2026-01-19 10:54:01.284175
32737,1271,团体运动,2025-12-26,35,315.0,133,170,,2026-01-19 10:54:01.284181
32740,1274,跑步,2026-01-09,25,250.0,149,157,跑步机,2026-01-19 10:54:01.284454
32741,1274,跑步,2025-12-29,40,400.0,115,180,跑步机,2026-01-19 10:54:01.284460
32742,1274,跑步,2025-12-27,25,250.0,148,178,跑步机,2026-01-19 10:54:01.284466
32743,1274,跑步,2025-12-23,31,310.0,120,164,跑步机,2026-01-19 10:54:01.284472
32744,1274,跑步,2026-01-14,32,320.0,140,179,跑步机,2026-01-19 10:54:01.284478
32745,1274,跑步,2026-01-15,35,350.0,128,152,跑步机,2026-01-19 10:54:01.284483
32746,1274,跑步,2026-01-01,31,310.0,139,164,跑步机,2026-01-19 10:54:01.284492
32747,1274,跑步,2026-01-12,39,390.0,121,164,跑步机,2026-01-19 10:54:01.284498
32748,1274,跑步,2025-12-23,35,350.0,120,157,跑步机,2026-01-19 10:54:01.284504
32749,1274,跑步,2026-01-19,27,270.0,112,171,跑步机,2026-01-19 10:54:01.284510
32760,1276,跑步,2026-01-05,25,250.0,140,176,跑步机,2026-01-19 10:54:01.284664
32761,1276,跑步,2025-12-25,34,340.0,135,176,跑步机,2026-01-19 10:54:01.284670
32762,1276,跑步,2026-01-07,36,360.0,142,170,跑步机,2026-01-19 10:54:01.284676
32763,1276,跑步,2025-12-25,38,380.0,117,153,跑步机,2026-01-19 10:54:01.284682
32764,1276,跑步,2025-12-26,33,330.0,147,174,跑步机,2026-01-19 10:54:01.284688
32765,1276,跑步,2026-01-08,30,300.0,136,171,跑步机,2026-01-19 10:54:01.284694
32766,1276,跑步,2025-12-21,29,290.0,125,175,跑步机,2026-01-19 10:54:01.284699
32767,1276,跑步,2026-01-11,31,310.0,116,160,跑步机,2026-01-19 10:54:01.284705
32768,1276,跑步,2025-12-22,39,390.0,141,174,跑步机,2026-01-19 10:54:01.284711
32769,1276,跑步,2026-01-09,33,330.0,128,172,跑步机,2026-01-19 10:54:01.284716
32770,1276,跑步,2025-12-25,35,350.0,138,172,跑步机,2026-01-19 10:54:01.284722
32771,1276,跑步,2025-12-31,33,330.0,112,174,跑步机,2026-01-19 10:54:01.284729
32772,1276,跑步,2026-01-03,29,290.0,128,150,跑步机,2026-01-19 10:54:01.284735
32773,1276,跑步,2026-01-01,36,360.0,133,172,跑步机,2026-01-19 10:54:01.284740
32774,1277,跑步,2026-01-08,33,330.0,142,173,跑步机,2026-01-19 10:54:01.284845
32775,1277,跑步,2025-12-31,40,400.0,120,161,跑步机,2026-01-19 10:54:01.284851
32776,1277,跑步,2026-01-03,35,350.0,133,162,跑步机,2026-01-19 10:54:01.284857
32777,1277,跑步,2025-12-23,30,300.0,143,165,跑步机,2026-01-19 10:54:01.284863
32778,1277,跑步,2025-12-22,40,400.0,134,150,跑步机,2026-01-19 10:54:01.284868
32779,1277,跑步,2026-01-12,35,350.0,129,156,跑步机,2026-01-19 10:54:01.284874
32780,1277,跑步,2026-01-11,29,290.0,148,174,跑步机,2026-01-19 10:54:01.284879
32781,1277,跑步,2026-01-08,31,310.0,141,164,跑步机,2026-01-19 10:54:01.284885
32782,1277,跑步,2025-12-27,32,320.0,122,161,跑步机,2026-01-19 10:54:01.284891
32783,1277,跑步,2025-12-30,37,370.0,116,180,跑步机,2026-01-19 10:54:01.284896
32784,1277,跑步,2026-01-11,27,270.0,145,180,跑步机,2026-01-19 10:54:01.284902
32785,1277,跑步,2026-01-05,26,260.0,146,166,跑步机,2026-01-19 10:54:01.284910
32786,1277,跑步,2026-01-11,32,320.0,121,172,跑步机,2026-01-19 10:54:01.284917
32787,1277,跑步,2025-12-28,32,320.0,139,155,跑步机,2026-01-19 10:54:01.284924
32788,1277,跑步,2026-01-02,33,330.0,127,152,跑步机,2026-01-19 10:54:01.284930
32789,1277,跑步,2025-12-22,27,270.0,118,166,跑步机,2026-01-19 10:54:01.284936
32790,1277,跑步,2026-01-13,26,260.0,124,157,跑步机,2026-01-19 10:54:01.284941
32791,1277,跑步,2026-01-16,39,390.0,144,178,跑步机,2026-01-19 10:54:01.284947
32792,1277,跑步,2025-12-25,35,350.0,150,152,跑步机,2026-01-19 10:54:01.284952
32793,1277,跑步,2026-01-16,40,400.0,138,152,跑步机,2026-01-19 10:54:01.284957
32794,1277,跑步,2026-01-16,31,310.0,144,168,跑步机,2026-01-19 10:54:01.284963
32795,1277,跑步,2026-01-10,40,400.0,146,150,跑步机,2026-01-19 10:54:01.284968
32796,1277,跑步,2025-12-27,28,280.0,138,174,跑步机,2026-01-19 10:54:01.284974
32797,1277,跑步,2026-01-19,39,390.0,126,174,跑步机,2026-01-19 10:54:01.284980
32800,1280,游泳,2026-01-10,33,396.0,133,150,,2026-01-19 10:54:01.285338
32801,1280,力量训练,2025-12-25,38,304.0,134,160,哑铃,2026-01-19 10:54:01.285344
32802,1280,游泳,2025-12-25,31,372.0,123,169,,2026-01-19 10:54:01.285350
32803,1280,游泳,2025-12-23,39,468.0,127,153,,2026-01-19 10:54:01.285357
32804,1280,跑步,2026-01-14,32,320.0,130,173,跑步机,2026-01-19 10:54:01.285362
32805,1280,力量训练,2025-12-20,40,320.0,112,174,哑铃,2026-01-19 10:54:01.285368
32806,1280,游泳,2025-12-28,37,444.0,141,157,,2026-01-19 10:54:01.285374
32807,1280,力量训练,2026-01-18,37,296.0,116,151,哑铃,2026-01-19 10:54:01.285380
32808,1280,游泳,2026-01-11,35,420.0,144,161,,2026-01-19 10:54:01.285386
32809,1280,力量训练,2026-01-16,34,272.0,140,154,哑铃,2026-01-19 10:54:01.285392
32810,1281,跑步,2026-01-01,54,540.0,129,168,跑步机,2026-01-19 10:54:01.285476
32811,1281,跑步,2026-01-17,67,670.0,138,157,跑步机,2026-01-19 10:54:01.285483
32812,1281,跑步,2026-01-02,68,680.0,126,167,跑步机,2026-01-19 10:54:01.285489
32813,1281,跑步,2026-01-15,50,500.0,114,177,跑步机,2026-01-19 10:54:01.285495
32814,1281,跑步,2025-12-22,61,610.0,138,173,跑步机,2026-01-19 10:54:01.285501
32815,1281,跑步,2026-01-09,55,550.0,139,157,跑步机,2026-01-19 10:54:01.285506
32820,1282,团体运动,2025-12-31,33,297.0,111,154,,2026-01-19 10:54:01.285591
32821,1282,跑步,2026-01-06,38,380.0,135,175,跑步机,2026-01-19 10:54:01.285597
32822,1282,团体运动,2025-12-24,26,234.0,143,151,,2026-01-19 10:54:01.285603
32823,1282,团体运动,2026-01-01,25,225.0,137,151,,2026-01-19 10:54:01.285609
32824,1282,团体运动,2026-01-10,40,360.0,146,160,,2026-01-19 10:54:01.285616
32825,1282,跑步,2026-01-01,27,270.0,115,167,跑步机,2026-01-19 10:54:01.285621
32860,1286,力量训练,2026-01-09,70,560.0,114,155,哑铃,2026-01-19 10:54:01.285914
32861,1286,举重,2026-01-09,68,476.0,139,166,哑铃,2026-01-19 10:54:01.285920
32862,1286,举重,2025-12-22,63,441.0,111,162,哑铃,2026-01-19 10:54:01.285926
32863,1286,举重,2026-01-19,59,413.0,149,176,哑铃,2026-01-19 10:54:01.285932
32864,1286,团体运动,2026-01-19,50,450.0,124,160,,2026-01-19 10:54:01.285938
32865,1286,团体运动,2026-01-11,54,486.0,124,168,,2026-01-19 10:54:01.285946
32866,1286,举重,2026-01-02,60,420.0,139,170,哑铃,2026-01-19 10:54:01.285952
32867,1286,举重,2025-12-26,56,392.0,146,179,哑铃,2026-01-19 10:54:01.285958
32868,1286,团体运动,2026-01-15,68,612.0,122,174,,2026-01-19 10:54:01.285963
32869,1286,力量训练,2026-01-10,56,448.0,121,153,哑铃,2026-01-19 10:54:01.285970
32870,1286,力量训练,2025-12-31,67,536.0,112,174,哑铃,2026-01-19 10:54:01.285976
32871,1286,力量训练,2026-01-08,67,536.0,114,160,哑铃,2026-01-19 10:54:01.285981
32872,1286,团体运动,2025-12-29,57,513.0,123,156,,2026-01-19 10:54:01.285987
32873,1286,团体运动,2026-01-06,55,495.0,127,157,,2026-01-19 10:54:01.285992
32874,1286,力量训练,2026-01-19,61,488.0,118,178,哑铃,2026-01-19 10:54:01.285998
32875,1286,团体运动,2025-12-24,53,477.0,134,150,,2026-01-19 10:54:01.286004
32876,1286,团体运动,2026-01-07,56,504.0,113,164,,2026-01-19 10:54:01.286010
32877,1286,团体运动,2026-01-13,62,558.0,123,174,,2026-01-19 10:54:01.286015
32878,1286,团体运动,2025-12-24,68,612.0,117,152,,2026-01-19 10:54:01.286020
32879,1286,力量训练,2025-12-21,66,528.0,147,173,哑铃,2026-01-19 10:54:01.286026
32880,1286,举重,2026-01-14,53,371.0,123,153,哑铃,2026-01-19 10:54:01.286032
32881,1286,团体运动,2026-01-08,69,621.0,130,163,,2026-01-19 10:54:01.286037
32882,1286,力量训练,2026-01-17,56,448.0,142,161,哑铃,2026-01-19 10:54:01.286043
32883,1286,团体运动,2026-01-03,58,522.0,117,180,,2026-01-19 10:54:01.286048
32884,1286,团体运动,2026-01-19,50,450.0,134,175,,2026-01-19 10:54:01.286055
32885,1286,团体运动,2025-12-20,62,558.0,116,161,,2026-01-19 10:54:01.286061
32886,1286,团体运动,2025-12-24,59,531.0,114,163,,2026-01-19 10:54:01.286066
32887,1286,举重,2026-01-12,59,413.0,115,170,哑铃,2026-01-19 10:54:01.286072
32888,1287,瑜伽,2026-01-03,32,128.0,118,175,,2026-01-19 10:54:01.286264
32889,1287,瑜伽,2025-12-29,32,128.0,115,173,,2026-01-19 10:54:01.286270
32890,1287,瑜伽,2026-01-10,37,148.0,149,153,,2026-01-19 10:54:01.286276
32891,1287,瑜伽,2026-01-11,32,128.0,121,173,,2026-01-19 10:54:01.286281
32910,1291,跑步,2025-12-30,37,370.0,113,175,跑步机,2026-01-19 10:54:01.286588
32911,1291,跑步,2026-01-19,30,300.0,119,170,跑步机,2026-01-19 10:54:01.286595
32912,1291,跑步,2026-01-14,32,320.0,135,160,跑步机,2026-01-19 10:54:01.286601
32913,1291,跑步,2026-01-04,40,400.0,132,156,跑步机,2026-01-19 10:54:01.286608
32914,1291,跑步,2026-01-13,39,390.0,139,169,跑步机,2026-01-19 10:54:01.286614
32915,1291,跑步,2026-01-16,39,390.0,127,170,跑步机,2026-01-19 10:54:01.286620
32920,1292,瑜伽,2026-01-09,33,132.0,141,174,,2026-01-19 10:54:01.286702
32921,1292,瑜伽,2025-12-29,28,112.0,131,174,,2026-01-19 10:54:01.286708
32922,1292,瑜伽,2025-12-25,27,108.0,133,163,,2026-01-19 10:54:01.286714
32923,1292,瑜伽,2026-01-16,29,116.0,124,164,,2026-01-19 10:54:01.286720
32924,1292,瑜伽,2026-01-02,28,112.0,128,154,,2026-01-19 10:54:01.286726
32925,1292,瑜伽,2026-01-05,34,136.0,137,167,,2026-01-19 10:54:01.286732
32940,1294,瑜伽,2025-12-24,54,216.0,124,174,,2026-01-19 10:54:01.286885
32941,1294,瑜伽,2025-12-27,56,224.0,132,166,,2026-01-19 10:54:01.286891
32942,1294,瑜伽,2025-12-23,68,272.0,143,166,,2026-01-19 10:54:01.286898
32943,1294,瑜伽,2026-01-08,67,268.0,144,157,,2026-01-19 10:54:01.286904
32944,1294,瑜伽,2026-01-14,61,244.0,116,171,,2026-01-19 10:54:01.286910
32945,1294,瑜伽,2025-12-30,70,280.0,149,157,,2026-01-19 10:54:01.286917
32946,1294,瑜伽,2025-12-20,67,268.0,149,163,,2026-01-19 10:54:01.286924
32947,1294,瑜伽,2026-01-18,58,232.0,135,159,,2026-01-19 10:54:01.286930
32948,1294,瑜伽,2026-01-06,66,264.0,140,164,,2026-01-19 10:54:01.286936
32949,1294,瑜伽,2025-12-27,54,216.0,129,150,,2026-01-19 10:54:01.286941
32950,1294,瑜伽,2025-12-28,58,232.0,145,171,,2026-01-19 10:54:01.286947
32951,1294,瑜伽,2025-12-21,56,224.0,149,169,,2026-01-19 10:54:01.286952
32952,1294,瑜伽,2025-12-26,51,204.0,136,154,,2026-01-19 10:54:01.286958
32953,1294,瑜伽,2025-12-24,65,260.0,120,174,,2026-01-19 10:54:01.286963
32954,1294,瑜伽,2025-12-25,62,248.0,120,170,,2026-01-19 10:54:01.286969
32955,1294,瑜伽,2026-01-01,62,248.0,122,157,,2026-01-19 10:54:01.286975
32956,1294,瑜伽,2026-01-12,52,208.0,127,154,,2026-01-19 10:54:01.286981
32957,1294,瑜伽,2025-12-27,53,212.0,147,180,,2026-01-19 10:54:01.286986
32958,1294,瑜伽,2026-01-05,56,224.0,119,171,,2026-01-19 10:54:01.286992
32959,1294,瑜伽,2026-01-19,60,240.0,150,153,,2026-01-19 10:54:01.286998
32960,1294,瑜伽,2026-01-16,66,264.0,150,169,,2026-01-19 10:54:01.287003
32961,1294,瑜伽,2025-12-29,57,228.0,138,159,,2026-01-19 10:54:01.287009
32962,1294,瑜伽,2025-12-27,67,268.0,149,164,,2026-01-19 10:54:01.287014
32963,1294,瑜伽,2025-12-22,52,208.0,131,178,,2026-01-19 10:54:01.287021
32964,1294,瑜伽,2026-01-07,51,204.0,126,153,,2026-01-19 10:54:01.287027
32965,1294,瑜伽,2026-01-01,63,252.0,120,178,,2026-01-19 10:54:01.287034
32966,1294,瑜伽,2026-01-12,59,236.0,143,153,,2026-01-19 10:54:01.287040
32967,1294,瑜伽,2025-12-20,69,276.0,148,177,,2026-01-19 10:54:01.287046
32968,1296,跑步,2026-01-09,32,320.0,129,153,跑步机,2026-01-19 10:54:01.287480
32969,1296,跑步,2026-01-09,37,370.0,149,165,跑步机,2026-01-19 10:54:01.287485
32970,1297,跑步,2026-01-09,61,610.0,138,178,跑步机,2026-01-19 10:54:01.287572
32971,1297,跑步,2025-12-20,55,550.0,120,160,跑步机,2026-01-19 10:54:01.287578
32972,1297,跑步,2026-01-13,53,530.0,147,159,跑步机,2026-01-19 10:54:01.287584
32973,1297,跑步,2026-01-02,67,670.0,121,162,跑步机,2026-01-19 10:54:01.287590
32974,1297,跑步,2026-01-17,56,560.0,115,172,跑步机,2026-01-19 10:54:01.287596
32975,1297,跑步,2026-01-15,58,580.0,131,167,跑步机,2026-01-19 10:54:01.287602
32976,1297,跑步,2026-01-15,62,620.0,134,153,跑步机,2026-01-19 10:54:01.287607
32977,1297,跑步,2026-01-01,69,690.0,115,160,跑步机,2026-01-19 10:54:01.287613
32978,1297,跑步,2025-12-24,64,640.0,112,157,跑步机,2026-01-19 10:54:01.287619
32979,1297,跑步,2026-01-19,58,580.0,141,157,跑步机,2026-01-19 10:54:01.287627
32980,1297,跑步,2025-12-22,57,570.0,124,164,跑步机,2026-01-19 10:54:01.287633
32981,1297,跑步,2026-01-19,54,540.0,128,157,跑步机,2026-01-19 10:54:01.287638
32982,1297,跑步,2026-01-04,69,690.0,138,163,跑步机,2026-01-19 10:54:01.287644
32983,1297,跑步,2026-01-14,63,630.0,143,168,跑步机,2026-01-19 10:54:01.287651
32984,1297,跑步,2026-01-01,70,700.0,134,173,跑步机,2026-01-19 10:54:01.287657
32985,1297,跑步,2025-12-25,61,610.0,126,163,跑步机,2026-01-19 10:54:01.287663
32986,1297,跑步,2025-12-22,61,610.0,125,160,跑步机,2026-01-19 10:54:01.287669
32987,1297,跑步,2025-12-20,52,520.0,118,160,跑步机,2026-01-19 10:54:01.287674
32988,1297,跑步,2026-01-01,67,670.0,118,153,跑步机,2026-01-19 10:54:01.287680
32989,1297,跑步,2026-01-09,67,670.0,116,175,跑步机,2026-01-19 10:54:01.287686
32990,1297,跑步,2025-12-28,61,610.0,145,176,跑步机,2026-01-19 10:54:01.287692
32991,1297,跑步,2026-01-11,64,640.0,146,176,跑步机,2026-01-19 10:54:01.287698
32992,1297,跑步,2025-12-31,64,640.0,138,165,跑步机,2026-01-19 10:54:01.287704
32993,1297,跑步,2025-12-20,52,520.0,120,150,跑步机,2026-01-19 10:54:01.287709
32994,1297,跑步,2025-12-30,67,670.0,113,178,跑步机,2026-01-19 10:54:01.287715
32995,1297,跑步,2025-12-23,65,650.0,119,152,跑步机,2026-01-19 10:54:01.287720
32996,1297,跑步,2025-12-20,52,520.0,127,168,跑步机,2026-01-19 10:54:01.287726
32997,1297,跑步,2025-12-28,50,500.0,148,165,跑步机,2026-01-19 10:54:01.287732
33000,1300,团体运动,2026-01-06,60,540.0,119,174,,2026-01-19 10:54:01.287961
33001,1300,团体运动,2026-01-01,51,459.0,130,177,,2026-01-19 10:54:01.287968
33002,1300,跑步,2026-01-18,49,490.0,132,168,跑步机,2026-01-19 10:54:01.287974
33003,1300,跑步,2026-01-17,54,540.0,149,152,跑步机,2026-01-19 10:54:01.287980
33004,1300,团体运动,2025-12-27,43,387.0,120,173,,2026-01-19 10:54:01.287986
33005,1300,力量训练,2025-12-31,37,296.0,121,176,哑铃,2026-01-19 10:54:01.287992
33006,1300,力量训练,2025-12-30,30,240.0,141,173,哑铃,2026-01-19 10:54:01.287997
33007,1300,跑步,2026-01-17,40,400.0,116,180,跑步机,2026-01-19 10:54:01.288003
33008,1300,游泳,2025-12-28,48,576.0,134,175,,2026-01-19 10:54:01.288009
33009,1300,游泳,2025-12-28,42,504.0,140,154,,2026-01-19 10:54:01.288017
33010,1300,舞蹈,2026-01-14,40,240.0,116,159,,2026-01-19 10:54:01.288023
33011,1300,瑜伽,2025-12-28,35,140.0,137,178,,2026-01-19 10:54:01.288028
33012,1300,瑜伽,2026-01-17,45,180.0,121,158,,2026-01-19 10:54:01.288034
33013,1300,游泳,2026-01-12,36,432.0,132,170,,2026-01-19 10:54:01.288040
33014,1300,举重,2026-01-09,32,224.0,138,174,哑铃,2026-01-19 10:54:01.288047
33015,1300,跑步,2026-01-11,46,460.0,111,178,跑步机,2026-01-19 10:54:01.288052
33016,1300,团体运动,2026-01-02,31,279.0,113,171,,2026-01-19 10:54:01.288058
33017,1300,瑜伽,2026-01-14,33,132.0,110,180,,2026-01-19 10:54:01.288064
33018,1300,团体运动,2026-01-19,30,270.0,130,162,,2026-01-19 10:54:01.288069
33019,1300,瑜伽,2025-12-25,30,120.0,146,168,,2026-01-19 10:54:01.288075
33020,1300,瑜伽,2026-01-17,57,228.0,121,156,,2026-01-19 10:54:01.288081
33021,1300,举重,2026-01-04,49,343.0,121,167,哑铃,2026-01-19 10:54:01.288087
33022,1300,力量训练,2026-01-16,41,328.0,119,169,哑铃,2026-01-19 10:54:01.288093
33023,1300,瑜伽,2026-01-14,48,192.0,138,172,,2026-01-19 10:54:01.288100
33024,1300,舞蹈,2025-12-26,58,348.0,121,166,,2026-01-19 10:54:01.288106
33025,1300,力量训练,2025-12-24,56,448.0,138,150,哑铃,2026-01-19 10:54:01.288112
33026,1300,团体运动,2025-12-21,31,279.0,144,178,,2026-01-19 10:54:01.288117
33027,1300,舞蹈,2026-01-16,60,360.0,129,179,,2026-01-19 10:54:01.288123
33028,1301,跑步,2026-01-16,31,310.0,139,180,跑步机,2026-01-19 10:54:01.288317
33029,1301,跑步,2025-12-28,32,320.0,130,152,跑步机,2026-01-19 10:54:01.288322
33030,1301,跑步,2026-01-13,40,400.0,146,170,跑步机,2026-01-19 10:54:01.288328
33031,1301,跑步,2025-12-21,26,260.0,134,156,跑步机,2026-01-19 10:54:01.288333
33032,1303,跑步,2025-12-29,119,1190.0,126,178,跑步机,2026-01-19 10:54:01.288515
33033,1303,跑步,2026-01-01,121,1210.0,150,159,跑步机,2026-01-19 10:54:01.288521
33034,1303,跑步,2025-12-22,130,1300.0,127,163,跑步机,2026-01-19 10:54:01.288527
33035,1303,跑步,2025-12-24,113,1130.0,136,162,跑步机,2026-01-19 10:54:01.288533
33036,1303,跑步,2025-12-22,126,1260.0,122,176,跑步机,2026-01-19 10:54:01.288538
33037,1303,跑步,2025-12-31,108,1080.0,110,170,跑步机,2026-01-19 10:54:01.288546
33038,1303,跑步,2025-12-28,101,1010.0,138,154,跑步机,2026-01-19 10:54:01.288552
33039,1303,跑步,2025-12-30,102,1020.0,117,153,跑步机,2026-01-19 10:54:01.288559
33040,1304,跑步,2025-12-20,30,300.0,126,180,跑步机,2026-01-19 10:54:01.288646
33041,1304,跑步,2026-01-02,34,340.0,128,159,跑步机,2026-01-19 10:54:01.288653
33042,1304,跑步,2025-12-26,28,280.0,117,162,跑步机,2026-01-19 10:54:01.288658
33043,1304,跑步,2026-01-02,27,270.0,141,156,跑步机,2026-01-19 10:54:01.288664
33044,1304,跑步,2026-01-04,26,260.0,140,153,跑步机,2026-01-19 10:54:01.288670
33045,1304,跑步,2026-01-18,32,320.0,134,155,跑步机,2026-01-19 10:54:01.288677
33050,1305,瑜伽,2026-01-05,36,144.0,119,164,,2026-01-19 10:54:01.288761
33051,1305,跑步,2025-12-26,31,310.0,123,173,跑步机,2026-01-19 10:54:01.288768
33052,1305,瑜伽,2026-01-01,26,104.0,110,180,,2026-01-19 10:54:01.288774
33053,1305,跑步,2025-12-23,35,350.0,126,179,跑步机,2026-01-19 10:54:01.288780
33054,1305,跑步,2026-01-05,36,360.0,122,178,跑步机,2026-01-19 10:54:01.288786
33055,1305,跑步,2026-01-07,37,370.0,119,180,跑步机,2026-01-19 10:54:01.288791
33056,1305,瑜伽,2026-01-12,27,108.0,121,170,,2026-01-19 10:54:01.288797
33057,1305,跑步,2025-12-29,35,350.0,138,150,跑步机,2026-01-19 10:54:01.288802
33058,1305,瑜伽,2025-12-24,27,108.0,125,169,,2026-01-19 10:54:01.288808
33059,1305,瑜伽,2026-01-15,30,120.0,145,180,,2026-01-19 10:54:01.288814
33090,1309,力量训练,2025-12-26,62,496.0,146,153,哑铃,2026-01-19 10:54:01.289114
33091,1309,力量训练,2026-01-18,70,560.0,146,167,哑铃,2026-01-19 10:54:01.289121
33092,1309,力量训练,2025-12-30,50,400.0,140,179,哑铃,2026-01-19 10:54:01.289127
33093,1309,力量训练,2025-12-29,59,472.0,149,162,哑铃,2026-01-19 10:54:01.289133
33094,1309,力量训练,2025-12-29,57,456.0,141,169,哑铃,2026-01-19 10:54:01.289140
33095,1309,力量训练,2025-12-30,61,488.0,139,165,哑铃,2026-01-19 10:54:01.289145
33100,1310,瑜伽,2025-12-30,59,236.0,121,180,,2026-01-19 10:54:01.289229
33101,1310,瑜伽,2025-12-22,58,232.0,120,161,,2026-01-19 10:54:01.289236
33102,1310,瑜伽,2025-12-25,63,252.0,129,154,,2026-01-19 10:54:01.289242
33103,1310,瑜伽,2026-01-06,64,256.0,144,177,,2026-01-19 10:54:01.289248
33104,1310,瑜伽,2026-01-15,62,248.0,150,161,,2026-01-19 10:54:01.289255
33105,1310,瑜伽,2026-01-06,62,248.0,136,164,,2026-01-19 10:54:01.289261
33110,1311,团体运动,2025-12-29,60,540.0,135,154,,2026-01-19 10:54:01.289344
33111,1311,团体运动,2026-01-13,57,513.0,122,168,,2026-01-19 10:54:01.289350
33112,1311,团体运动,2026-01-08,69,621.0,139,167,,2026-01-19 10:54:01.289359
33113,1311,团体运动,2025-12-30,61,549.0,129,156,,2026-01-19 10:54:01.289365
33114,1311,团体运动,2026-01-04,54,486.0,116,167,,2026-01-19 10:54:01.289371
33115,1311,团体运动,2025-12-22,59,531.0,149,163,,2026-01-19 10:54:01.289377
33120,1312,力量训练,2026-01-07,121,968.0,143,163,哑铃,2026-01-19 10:54:01.289465
33121,1312,力量训练,2026-01-05,130,1040.0,111,172,哑铃,2026-01-19 10:54:01.289474
33122,1312,力量训练,2026-01-01,112,896.0,121,158,哑铃,2026-01-19 10:54:01.289480
33123,1312,举重,2026-01-15,124,868.0,135,168,哑铃,2026-01-19 10:54:01.289487
33124,1312,力量训练,2026-01-06,104,832.0,130,164,哑铃,2026-01-19 10:54:01.289493
33125,1312,力量训练,2025-12-27,127,1016.0,118,174,哑铃,2026-01-19 10:54:01.289500
33126,1312,团体运动,2025-12-31,110,990.0,149,166,,2026-01-19 10:54:01.289507
33127,1312,跑步,2026-01-16,121,1210.0,114,152,跑步机,2026-01-19 10:54:01.289513
33128,1312,跑步,2025-12-21,100,1000.0,113,160,跑步机,2026-01-19 10:54:01.289518
33129,1312,跑步,2025-12-21,110,1100.0,132,156,跑步机,2026-01-19 10:54:01.289524
33130,1312,力量训练,2026-01-13,130,1040.0,129,176,哑铃,2026-01-19 10:54:01.289530
33131,1312,跑步,2025-12-31,111,1110.0,130,168,跑步机,2026-01-19 10:54:01.289535
33132,1312,团体运动,2026-01-09,115,1035.0,121,159,,2026-01-19 10:54:01.289541
33133,1312,游泳,2025-12-25,103,1236.0,145,155,,2026-01-19 10:54:01.289548
33140,1314,瑜伽,2025-12-28,33,132.0,125,153,,2026-01-19 10:54:01.289707
33141,1314,瑜伽,2026-01-16,39,156.0,112,154,,2026-01-19 10:54:01.289713
33142,1314,瑜伽,2026-01-07,40,160.0,140,155,,2026-01-19 10:54:01.289719
33143,1314,瑜伽,2025-12-21,36,144.0,138,168,,2026-01-19 10:54:01.289726
33144,1314,瑜伽,2025-12-22,39,156.0,111,165,,2026-01-19 10:54:01.289732
33145,1314,瑜伽,2026-01-17,35,140.0,133,152,,2026-01-19 10:54:01.289738
33150,1315,力量训练,2025-12-21,53,424.0,122,180,哑铃,2026-01-19 10:54:01.289820
33151,1315,力量训练,2025-12-28,59,472.0,115,161,哑铃,2026-01-19 10:54:01.289827
33152,1315,力量训练,2025-12-31,50,400.0,147,163,哑铃,2026-01-19 10:54:01.289835
33153,1315,力量训练,2025-12-23,61,488.0,126,156,哑铃,2026-01-19 10:54:01.289841
